,ip,ip,ip,ip,ip,ip,ip,ip,ip,ip
DCG@3,0.08625769056940678,0.08625769056940678,0.08625769056940678,0.08625769056940678,0.08625769056940678,0.08625769056940678,0.08625769056940678,0.08625769056940678,0.08625769056940678,0.08625769056940678
Recall@3,0.09303069533565989,0.09303069533565989,0.09303069533565989,0.09303069533565989,0.09303069533565989,0.09303069533565989,0.09303069533565989,0.09303069533565989,0.09303069533565989,0.09303069533565989
MAP@3,0.06847724117227663,0.06847724117227663,0.06847724117227663,0.06847724117227663,0.06847724117227663,0.06847724117227663,0.06847724117227663,0.06847724117227663,0.06847724117227663,0.06847724117227663
DCG@5,0.10133892597663059,0.10133892597663059,0.10133892597663059,0.10133892597663059,0.10133892597663059,0.10133892597663059,0.10133892597663059,0.10133892597663059,0.10133892597663059,0.10133892597663059
Recall@5,0.12523171601185784,0.12523171601185784,0.12523171601185784,0.12523171601185784,0.12523171601185784,0.12523171601185784,0.12523171601185784,0.12523171601185784,0.12523171601185784,0.12523171601185784
MAP@5,0.07758757364253818,0.07758757364253818,0.07758757364253818,0.07758757364253818,0.07758757364253818,0.07758757364253818,0.07758757364253818,0.07758757364253818,0.07758757364253818,0.07758757364253818
DCG@8,0.11235326469288762,0.11235326469288762,0.11235326469288762,0.11235326469288762,0.11235326469288762,0.11235326469288762,0.11235326469288762,0.11235326469288762,0.11235326469288762,0.11235326469288762
Recall@8,0.15599459642012833,0.15599459642012833,0.15599459642012833,0.15599459642012833,0.15599459642012833,0.15599459642012833,0.15599459642012833,0.15599459642012833,0.15599459642012833,0.15599459642012833
MAP@8,0.08410314020538606,0.08410314020538606,0.08410314020538606,0.08410314020538606,0.08410314020538606,0.08410314020538606,0.08410314020538606,0.08410314020538606,0.08410314020538606,0.08410314020538606
